lng,lat
6.851168558562861,7.967300190288024
11.101924171163231,9.174174235033458
7.3690555033521905,11.946193798139072
8.689741757917938,5.06891340665901
7.624680470670621,5.560354933346007
5.717398406651555,6.439094064399676
6.483145400357465,6.104265615915321
11.52859220833402,11.710011585501213
11.724977228123848,10.956251417564506
4.762637187293284,12.50315512421977
9.11090485113581,11.555924487204223
8.26916673588693,11.281578541696215
6.810915037531273,7.906202812702215
7.276186575909115,12.724237606392105
5.840100580429134,5.305636115598273
7.036147409920298,4.635482847837573
11.256596579358359,11.598781828455525
13.718949563064482,13.113783277108443
10.215199874989151,7.177483838603889
9.626511820001472,9.80072744487859
4.90242152317748,8.25294003592684
5.989196210764579,10.141196298551375
8.62040893460033,5.124098128179945
6.414742382731894,7.651543405374446
12.801895343591505,12.470915736618807
7.445107143477964,5.865459617279788
7.544253112774922,12.155122092124373
4.770476288612756,13.177941054519092
8.406168311265164,12.759593203379215
9.510046534376887,10.250431546966261
7.714128866465231,8.802390141990863
3.5673585496215434,7.6519710862341
8.327793112369392,12.363310517234176
5.44125781347472,8.784403972529653
5.877266946692172,6.530442268627268
13.018383366739755,12.85385948129915
4.555043147059929,8.181475199421309
7.605935376744188,11.24949981247262
6.3999449593137925,5.94542958961628
5.2441986596986725,11.692934257689181
10.171028635929442,8.546260932920319
12.984255505716128,13.176715677476357
7.184440195660168,4.759432152313916
12.114782349665726,12.13729733067676
11.251267164740028,10.006586661478753
3.506379238411274,8.001099111282647
8.006613427843288,10.819646964887554
4.790242119338025,12.035442832128897
3.3087935480456743,6.59953429061387
5.045579746754919,6.350478278145583
8.664707465096456,5.378474154802725
12.980845776893734,9.689385776851605
11.440324762306522,11.543232759805921
8.357973977032104,10.055086774073956
7.08435602136775,10.829437820008586
2.8655553974977974,6.888058765094167
8.215426099739012,11.942752836770353
7.111183837892362,10.109522373215416
3.2651174250026536,7.176662847210943
9.88264501828525,11.750958320120336
12.24302380866676,10.77751088048263
9.955530432103492,11.863589432058152
8.368806099007966,11.113959874722427
7.613045927935426,8.58222645342018
12.385575096618462,12.494984910247876
9.806700401557986,12.248922979488682
9.001295208475081,10.000089116868523
12.0446539511024,10.527260217754481
11.344558894354952,6.894266870450823
6.1975916183714475,13.469215399220198
6.610880319621515,5.4523820244141
7.809773558438551,10.293936091030233
10.180572169138374,11.459992610174284
13.891548422007162,12.541575635931984
6.451901579646048,8.786080658700241
5.473289735091058,6.657286725767638
5.106415849535973,13.124213622727703
5.5664575647861,6.526609738168963
7.86152486337409,10.606489065245647
4.191099425948128,12.772114080655658
7.909187116772081,10.207823775477955
9.074212846712383,6.3844782815432115
11.371522384578645,6.698820940045968
12.284122469736568,12.698067822652508
10.409593329486755,9.927547401369253
12.195280470979021,10.42507413241563
4.537893798230652,7.048950125873088
4.701279293721365,7.6275270646883895
8.17952623754061,11.85677707652169
4.647905571439447,7.3267756520279415
6.677321010917851,12.502728124446481
6.156186509269466,8.941127713891227
7.1661674498204295,10.953195516496633
8.71954354047889,11.348787955415364
3.261755120420921,7.0788095109851294
9.029703604724016,12.528841697236885
10.163435439448348,8.200958462004117
2.8832794104691937,6.740998450991328
7.794481757791054,11.197183396940892
5.19257316777346,6.817387846463236
3.559185028618298,8.480683206434339
10.10267912809033,11.470779863434714
8.350605934743498,13.07622328327196
11.55187417301422,11.26049942193021
